script	school	kind	fields_json	levels_json	calls	attrs
npc\副本BOSS\刀轮海厅\屠龙六式打击二击退.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "10 * LENGTH_BASE", "nAngleRange": "128", "nAreaRadius": "10 * LENGTH_BASE"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT;SKILL_MOVE
npc\副本BOSS\剑胆琴心世界boss\独孤修\白蔷忘川_180度AOE.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "30 * LENGTH_BASE", "nAngleRange": "128", "nAreaRadius": "30 * LENGTH_BASE"}	[{"nDamageBase": "103448", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_LUNAR_DAMAGE;SKILL_LUNAR_DAMAGE
npc\副本BOSS\副本标记\副本团队标记10.lua	npc	bytecode	{}	[]		nCostMana;nMinRadius;nMaxRadius;nAreaRadius;nAngleRange
npc\副本BOSS\历战异闻录\摩提耶罗\寂灭厅_3号BOSS_摩提耶罗_拿云式.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "4 * LENGTH_BASE", "nAngleRange": "128", "nBeatBackRate": "0 * PERCENT_BASE"}	[{"nDamageBase": "26700*0.8", "nDamageRand": "26700*0.4", "nCostMana": "0"}, {"nDamageBase": "38200*0.8", "nDamageRand": "38200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}]		CAST_SKILL_TARGET_DST
npc\副本BOSS\历战异闻录\摩提耶罗\寂灭厅_3号BOSS_摩提耶罗_拿云式_低血量.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "4 * LENGTH_BASE", "nAngleRange": "128", "nBeatBackRate": "0 * PERCENT_BASE"}	[{"nDamageBase": "16200*0.8", "nDamageRand": "16200*0.4", "nCostMana": "0"}, {"nDamageBase": "25100*0.8", "nDamageRand": "25100*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}]		CALL_SOLAR_DAMAGE;SKILL_SOLAR_DAMAGE;SKILL_SOLAR_DAMAGE_RAND
npc\副本BOSS\历战异闻录\摩提耶罗\寂灭厅_3号BOSS_摩提耶罗_捉影式.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "40 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "6427*0.8", "nDamageRand": "6427*0.4", "nCostMana": "0"}, {"nDamageBase": "8570*0.8", "nDamageRand": "8570*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4", "nCostMana": "0"}]		PULL
npc\副本BOSS\历战异闻录\摩提耶罗\寂灭厅_小怪_七秀弟子_剑主天地.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "16200*0.8", "nDamageRand": "16200*0.4"}, {"nDamageBase": "24900*0.8", "nDamageRand": "24900*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}, {"nDamageBase": "3200*0.8", "nDamageRand": "3200*0.4"}]		CALL_LUNAR_DAMAGE;SKILL_LUNAR_DAMAGE;SKILL_LUNAR_DAMAGE_RAND
npc\副本BOSS\历战异闻录\陌香\小怪_剑主天地.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "32* LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
npc\副本BOSS\唐门密室\毁灭.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "6 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "6 * LENGTH_BASE", "nPrepareFrames": "16", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_REPULSED;EXECUTE_SCRIPT
npc\副本BOSS\墨家密殿\墨家密殿_三号_玩家前冲真.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "30 * LENGTH_BASE", "nAngleRange": "256", "nWeaponDamagePercent": "0"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		DASH_FORWARD;EXECUTE_SCRIPT
npc\副本BOSS\墨家密殿\墨家密殿_三号_玩家右翻真.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "30 * LENGTH_BASE", "nAngleRange": "256", "nWeaponDamagePercent": "0"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		DASH_RIGHT;EXECUTE_SCRIPT
npc\副本BOSS\墨家密殿\墨家密殿_三号_玩家左翻真.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "30 * LENGTH_BASE", "nAngleRange": "256", "nWeaponDamagePercent": "0"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		DASH_LEFT;EXECUTE_SCRIPT
npc\副本BOSS\大明宫\大明宫_剑圣_剑主天地.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "25 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "6900", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "13700", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CALL_LUNAR_DAMAGE;SKILL_LUNAR_DAMAGE;SKILL_LUNAR_DAMAGE_RAND
npc\副本BOSS\大明宫\大明宫_剑圣_徐如林.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "4 * LENGTH_BASE", "nAngleRange": "256"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
npc\副本BOSS\天子峰\天子峰_4号BOSS_玄悲_捉影式.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "25* LENGTH_BASE", "nAngleRange": "256", "nPrepareFrames": "8", "nBrokenRate": "1024", "nBeatBackRate": "0 * PERCENT_BASE"}	[{"nDamageBase": "99   *0.8", "nDamageRand": "99   *0.4", "nCostMana": "0"}, {"nDamageBase": "167  *0.8", "nDamageRand": "167  *0.4", "nCostMana": "0"}, {"nDamageBase": "240  *0.8", "nDamageRand": "240  *0.4", "nCostMana": "0"}, {"nDamageBase": "349  *0.8", "nDamageRand": "349  *0.4", "nCostMana": "0"}, {"nDamageBase": "459  *0.8", "nDamageRand": "459  *0.4", "nCostMana": "0"}, {"nDamageBase": "631  *0.8", "nDamageRand": "631  *0.4", "nCostMana": "0"}, {"nDamageBase": "752  *0.8", "nDamageRand": "752  *0.4", "nCostMana": "0"}, {"nDamageBase": "874  *0.8", "nDamageRand": "874  *0.4", "nCostMana": "0"}, {"nDamageBase": "995  *0.8", "nDamageRand": "995  *0.4", "nCostMana": "0"}, {"nDamageBase": "1116 *0.8", "nDamageRand": "1116 *0.4", "nCostMana": "0"}, {"nDamageBase": "1238 *0.8", "nDamageRand": "1238 *0.4", "nCostMana": "0"}, {"nDamageBase": "1359 *0.8", "nDamageRand": "1359 *0.4", "nCostMana": "0"}, {"nDamageBase": "1481 *0.8", "nDamageRand": "1481 *0.4", "nCostMana": "0"}, {"nDamageBase": "1602 *0.8", "nDamageRand": "1602 *0.4", "nCostMana": "0"}, {"nDamageBase": "1723 *0.8", "nDamageRand": "1723 *0.4", "nCostMana": "0"}, {"nDamageBase": "1845 *0.8", "nDamageRand": "1845 *0.4", "nCostMana": "0"}, {"nDamageBase": "1966 *0.8", "nDamageRand": "1966 *0.4", "nCostMana": "0"}, {"nDamageBase": "2087 *0.8", "nDamageRand": "2087 *0.4", "nCostMana": "0"}, {"nDamageBase": "2209 *0.8", "nDamageRand": "2209 *0.4", "nCostMana": "0"}, {"nDamageBase": "2330 *0.8", "nDamageRand": "2330 *0.4", "nCostMana": "0"}]		KNOCKED_BACK_RATE;PULL
npc\副本BOSS\天子峰\天子峰_小怪_楚秀弄月弟子、昭秀舞风弟子_剑主天地(DEBUFF).lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "32* LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
npc\副本BOSS\太原之战_逐虎驱狼\安雨_冰球冷雨.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "12 * LENGTH_BASE"}	[{"nDamageBase": "18600", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "17200", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "26300", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "19600", "nDamageRand": "0", "nCostMana": "0"}]		CALL_LUNAR_DAMAGE;SKILL_LUNAR_DAMAGE;SKILL_LUNAR_DAMAGE_RAND
npc\副本BOSS\寂灭厅\寂灭厅_2号BOSS_剑心_凌太虚.lua	npc	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "4 * LENGTH_BASE", "nAngleRange": "256", "nPrepareFrames": "8", "nBeatBackRate": "0 * PERCENT_BASE", "nBrokenRate": "0 * PERCENT_BASE"}	[]		EXECUTE_SCRIPT
